1406	8357	1369	5580	170	1	
932	7471	816	5417	549	-1	
1138	5750	1015	4570	593	1	
1102	5761	405	4700	823	1	
4428	7873	4365	5963	-73	1	
1245	7225	1191	4889	563	1	
862	5346	837	4364	499	-1	
1002	7660	902	4737	666	-1	
1008	6458	706	4283	894	1	
801	5159	781	4029	449	-1	
2818	6446	2689	4684	313	1	
859	4904	804	4284	628	-1	
4111	8620	4055	5803	-244	-1	
777	5246	757	4249	356	-1	
2737	8294	2617	5823	352	1	
1242	7204	1163	4666	685	1	
2012	7295	1945	5117	383	-1	
2394	7878	2327	5172	482	1	
1543	7608	1503	5381	188	-1	
2003	8011	1954	5792	79	-1	
1042	6102	702	4483	775	1	
2071	9189	2133	5891	-268	1	
1454	7893	1372	5132	284	-1	
982	5337	945	4192	191	-1	
1455	7514	1433	4877	-192	1	
1003	7776	395	4192	1008	1	
1239	6896	1131	4248	849	-1	
933	5961	814	4826	795	-1	
1341	8154	1388	5864	-676	-1	
943	6739	878	4762	751	-1	
1606	5815	1568	4640	138	-1	
1323	8729	1346	6147	-540	-1	
2132	7049	2007	4896	622	-1	
1424	6486	1389	4634	104	1	
2356	7912	2280	5597	135	1	
951	6358	930	4799	300	-1	
1469	7544	1417	5020	157	-1	
2597	8897	2481	5927	228	1	
1638	7023	1629	4668	-67	1	
1440	5955	1343	4594	640	-1	
1338	8378	1327	5549	-192	-1	
1785	7877	1707	5614	160	1	
1403	8491	1317	5123	508	1	
3246	7541	3226	6035	-198	-1	
2476	7406	2380	5123	260	-1	
1063	6233	654	4768	600	-1	
1450	9073	1426	5391	344	1	
1658	6373	1574	4812	278	-1	
1140	6702	1109	4366	675	-1	
873	5875	856	4810	260	-1	
1410	5402	1355	4535	374	-1	
2742	6858	1208	4713	738	1	
840	5645	411	4435	1100	-1	
2067	6607	2021	4649	-77	1	
1011	7555	993	5106	446	-1	
2819	8130	2673	5465	59	1	
1036	7344	987	5181	350	1	
1484	7830	1510	5563	-361	-1	
1007	5906	943	4707	388	1	
0	5695	0	4099	688	-1	
955	7138	902	5141	545	-1	
1246	7308	623	4642	957	1	
1220	7646	1263	5798	-634	-1	
952	7403	789	5421	270	-1	
3499	9960	3414	6303	132	1	
1098	7520	1068	4705	201	-1	
1473	7329	1435	5010	-24	-1	
2368	8574	2296	5625	166	1	
942	7577	913	5502	79	1	
1598	7675	1567	5321	171	-1	
1010	7470	927	4975	753	-1	
1005	6680	909	4833	984	-1	
1350	8036	1363	5338	-440	-1	
1137	7328	990	4717	945	1	
4156	7315	4056	5013	157	1	
3645	8868	3596	5868	-256	1	
1153	7424	1147	4512	59	-1	
1486	7717	1256	4325	1072	1	
1394	7260	1387	5229	-287	-1	
2054	6029	1953	5141	302	-1	
1165	6736	1050	4287	729	-1	
1568	7974	1526	5186	31	-1	
2096	7396	2107	5291	-389	1	
957	6963	940	4859	-51	-1	
1063	6220	836	4382	983	1	
1184	7705	1189	5242	-407	1	
1188	7642	1200	5285	-244	-1	
951	5239	618	4156	809	-1	
2551	8317	2437	5491	319	-1	
910	5298	854	3789	755	-1	
1914	7754	1835	5708	88	1	
1622	6142	1499	4748	749	-1	
965	7049	926	5045	420	-1	
2087	6853	2079	4940	-31	-1	
1752	8846	1936	5820	-307	-1	
2912	7824	2782	5491	177	1	
1387	7962	731	5011	800	-1	
2995	7746	2895	5593	51	1	
3004	7475	2904	5260	-131	1	
1161	7434	1102	4371	1192	-1	
1700	8360	1702	5105	254	1	
1272	7226	1222	4626	184	-1	
2212	7556	2222	5328	-500	1	
1074	6400	1027	4303	673	-1	
2387	8915	2306	6061	152	-1	
1968	9376	1861	5833	416	1	
1989	8638	1951	5459	269	-1	
1347	7529	1305	4578	327	-1	
1016	7502	930	4843	515	1	
1455	8615	1450	5173	-44	-1	
1060	6601	404	4146	1011	-1	
2991	10048	2928	6497	-160	1	
1724	7256	1732	5015	-385	-1	
1813	7593	1736	5284	177	1	
978	4955	892	4150	942	-1	
877	8098	585	5166	932	-1	
984	6964	975	5311	-166	-1	
1298	6966	1181	4711	809	1	
1472	7193	1425	4649	59	1	
1348	7392	1349	5208	-358	1	
1412	8344	1365	5405	149	1	
1201	5675	1156	4199	324	-1	
1196	6973	1173	4948	501	-1	
2441	9012	2392	5079	469	1	
3000	8078	2573	4569	827	1	
1014	4815	784	3904	1000	-1	
2863	9700	2719	6095	317	-1	
964	7665	950	5400	133	-1	
723	5057	397	3969	957	-1	
1049	8292	1050	5727	-156	-1	
1171	8632	1148	5669	314	-1	
812	5467	635	4609	977	-1	
997	6226	478	4587	1012	-1	
1475	9883	1433	6336	31	1	
2567	7706	2481	5782	-21	1	
1000	6883	966	4098	695	-1	
5316	9664	5145	5122	559	1	
1150	7328	1108	4914	819	-1	
975	8330	902	6067	119	1	
32702	9806	30497	7225	-489	1	
863	5160	833	4147	506	-1	
4077	9262	3949	6114	-180	1	
1128	6856	843	4857	664	-1	
896	7561	896	5470	14	-1	
1213	5917	756	4590	865	-1	
2912	8260	2760	5097	455	1	
3704	7685	3721	5648	275	1	
2874	7202	2890	5401	-195	1	
1565	7932	1500	5232	534	-1	
2103	8348	2090	5338	144	1	
1095	7202	1080	4495	375	1	
960	6446	404	4484	957	1	
1515	8409	1516	5377	264	1	
1421	8435	1367	5645	-32	1	
2576	8499	2570	5622	-508	-1	
2266	8628	2159	5780	228	1	
1088	7313	1060	4840	168	1	
963	8095	940	5418	888	-1	
2201	6274	2111	4926	306	-1	
7293	10091	7117	5932	-7	1	
1482	7179	1250	4478	800	-1	
2892	8752	1750	5325	646	1	
1919	5619	1806	4643	668	-1	
1000	6581	1001	4391	-131	-1	
930	6406	906	3998	464	1	
3101	7554	2995	5537	262	1	
1102	5499	1073	4315	25	-1	
925	6994	816	4978	741	-1	
882	5148	812	4490	606	-1	
1170	7197	1067	4861	912	1	
1825	7182	1757	5074	275	-1	
1624	7351	1578	5359	203	-1	
977	6920	857	4665	790	-1	
1140	6026	814	4507	865	-1	
2162	7425	2161	5224	-424	1	
2625	7963	2513	5549	269	-1	
1253	6743	1210	4800	256	-1	
2846	9531	2714	5981	364	1	
1012	7327	1003	5304	-187	-1	
2231	7119	2168	5192	-48	-1	
935	6741	914	4465	401	-1	
1010	7441	1010	5432	-242	1	
1249	7758	1236	5407	-243	-1	
934	5534	915	4116	437	-1	
1684	7594	1614	5603	121	-1	
1091	7786	816	4398	1111	-1	
2620	8004	2385	5275	931	1	
1602	8236	1311	5205	488	1	
990	6252	963	4627	358	1	
1057	5737	960	4310	853	-1	
960	7078	887	4720	513	-1	
1560	7380	1532	5146	83	-1	
935	7276	912	4745	683	-1	
1406	8683	1346	5129	245	-1	
1245	7290	1231	4835	196	-1	
3752	10172	3708	6076	-115	1	
2475	6199	2270	5002	857	-1	
1570	6803	970	4515	615	-1	
1071	6134	1057	4283	-22	1	
2501	9256	2364	5721	447	1	
1877	7728	1867	5288	-219	1	
1105	7183	1095	4848	26	-1	
1362	6750	1326	4836	565	-1	
1653	6056	1600	4894	126	1	
1038	4915	1001	3921	387	-1	
1036	5814	953	4587	869	-1	
938	6624	753	4725	662	-1	
816	5054	782	4232	386	-1	
1759	7862	1749	5296	-9	1	
1971	6422	1856	4174	681	1	
3302	7331	3149	5345	323	-1	
964	7390	986	5526	0	-1	
1013	7157	676	4476	578	1	
1025	6542	405	4734	826	1	
1149	8750	1063	6286	274	1	
1411	5656	1233	4184	626	-1	
2940	8924	2829	6024	-42	1	
906	4774	763	3703	863	-1	
864	5812	783	4620	650	-1	
972	7868	917	5339	414	-1	
2653	7532	2561	5164	569	-1	
987	7814	926	5811	214	-1	
1596	7532	1324	4751	558	1	
1009	6718	1015	4440	-204	-1	
970	7801	968	5744	-274	-1	
964	7630	937	5467	67	1	
1487	7493	1459	4761	150	1	
2725	7304	2522	5041	578	1	
1784	7048	1690	4825	570	-1	
1178	6380	1149	4667	-218	1	
1533	8073	1499	5634	-41	1	
2582	8445	2472	5850	118	-1	
1291	8977	1292	5836	-212	-1	
1651	7554	585	4857	508	-1	
2305	8345	2158	5339	649	1	
2090	6843	2029	4669	222	1	
830	4995	790	3741	1061	-1	
1174	9196	1084	5596	618	-1	
1263	8435	1238	5588	267	1	
1833	7483	1809	4567	58	-1	
1040	7389	1020	4462	653	1	
980	6770	368	4555	858	-1	
1998	6705	1333	5026	698	-1	
1389	6208	1355	4632	19	1	
1451	7238	1421	5039	93	-1	
2154	8792	2158	5844	-25	1	
1301	7668	1293	5458	-365	1	
1960	6148	1977	5017	249	-1	
923	7538	857	4832	769	-1	
1245	7161	1242	4426	131	-1	
5327	6988	5023	5207	558	1	
1677	8149	1683	5478	201	1	
827	6544	800	4438	815	-1	
1211	7462	1190	5119	-26	-1	
1182	6042	1095	4930	730	-1	
826	5219	788	3907	986	-1	
1105	6722	1072	4905	257	1	
903	5899	883	3970	271	-1	
723	5084	404	4483	723	-1	
1448	7712	1450	5300	85	1	
2846	7887	2704	5630	354	1	
2443	7624	2407	5616	-133	-1	
973	5433	927	4340	485	-1	
935	5620	897	4678	235	-1	
2088	8146	1960	5521	513	-1	
1154	7807	1128	5642	196	-1	
964	5524	848	4581	600	-1	
637	4868	512	4189	905	-1	
809	5215	778	4143	378	-1	
1315	8111	1346	5282	-503	-1	
842	5336	468	3944	1061	-1	
2930	9054	2757	5771	541	-1	
2940	8210	2572	4887	889	1	
972	7072	865	5117	800	-1	
1433	5749	1348	4719	490	1	
2005	8179	2156	5776	-457	1	
1230	6976	1186	4824	645	1	
1310	8309	1310	5181	40	-1	
975	7664	930	4724	197	-1	
417	5986	387	4302	503	-1	
3226	8809	3242	6211	-354	-1	
972	7949	959	5472	51	-1	
939	5395	904	4409	778	-1	
909	5554	896	4150	67	-1	
1301	8324	1306	5335	253	-1	
1116	7721	1091	5749	190	-1	
1260	6672	904	4982	200	-1	
1709	6994	1592	5285	621	-1	
1020	7430	942	5182	562	1	
1126	5148	892	4256	750	-1	
1204	8563	1179	5851	-107	-1	
1110	6942	999	4370	1095	1	
1460	8118	1479	4946	55	1	
2914	7310	2915	5477	-245	1	
743	5950	436	3956	1210	-1	
1525	6783	1415	4912	502	1	
1386	8185	1289	5033	724	-1	
1710	7511	1690	5443	-53	-1	
1143	6163	1140	4470	211	-1	
1351	8429	1364	5535	-379	-1	
985	6582	947	4741	695	1	
1437	7671	1379	4935	489	1	
1075	8721	1079	5782	-390	-1	
1031	6740	924	4999	505	-1	
1290	6265	1196	4376	785	-1	
1490	6021	1446	4879	243	-1	
892	5997	861	4558	675	-1	
7682	7486	7133	5022	797	1	
948	6298	367	4205	773	1	
382	5823	350	4475	678	-1	
2420	7465	2307	5218	560	1	
958	7950	904	5253	782	-1	
1061	6812	1017	4944	656	1	
1032	8169	953	5508	595	1	
963	7675	951	4852	482	-1	
931	6140	905	4525	283	1	
878	5569	459	4365	958	-1	
1571	7343	1125	4679	965	-1	
1813	7801	1718	5188	404	-1	
1013	6163	752	4386	761	1	
1216	5698	1151	4650	727	1	
1011	6865	977	4998	141	1	
1080	5226	1012	3852	800	-1	
1436	6989	548	4475	15	1	
2518	8871	2484	6191	-97	1	
1421	6787	1384	4276	614	1	
1282	7961	1291	5417	-594	1	
1463	6696	1411	4658	366	-1	
1557	6686	1449	4786	735	1	
1061	6665	834	4246	1037	1	
952	6902	871	4601	877	-1	
946	6470	895	4904	430	-1	
13324	9499	13126	6150	153	1	
1139	8309	1156	5379	-164	-1	
1048	7365	997	4833	750	-1	
31283	9458	30249	6786	-566	1	
830	5031	403	3909	1111	-1	
1851	7609	1860	5119	-131	1	
1780	7256	1296	4384	951	-1	
1014	6566	1010	3991	22	-1	
19580	8542	18637	5271	758	1	
1019	7000	954	5063	764	-1	
963	6523	749	4253	845	-1	
781	5156	403	3950	1075	-1	
950	6818	902	4945	440	-1	
909	5492	405	4367	973	-1	
916	6626	907	4574	314	-1	
1141	7183	1034	5281	669	-1	
997	6563	576	4579	530	-1	
854	7269	848	4849	40	-1	
1183	7933	1166	5456	-53	-1	
2386	9107	2309	6016	-232	1	
913	6127	837	4186	925	-1	
866	5115	818	4329	562	-1	
693	4744	665	3896	868	-1	
1563	6440	1248	5020	394	1	
976	7749	969	5385	-233	-1	
882	5307	844	4561	646	-1	
893	5440	876	4142	418	-1	
862	6402	779	4581	637	-1	
1993	8218	1888	5342	101	1	
1406	7510	1390	5518	-323	-1	
1032	8136	953	5544	568	1	
1867	5796	1750	4562	799	-1	
0	5283	0	3815	245	-1	
1293	8228	1300	5564	-62	1	
2341	8267	2325	5854	56	-1	
1350	6125	1323	4156	86	-1	
4559	8932	4577	6044	-82	1	
2933	8426	2755	5579	218	1	
2442	10142	2465	5949	119	1	
3584	10387	3538	6248	-147	1	
1978	8094	1881	5492	-3	1	
2153	6874	2048	5144	279	-1	
2132	7573	2108	5514	-200	1	
1692	6375	1581	4455	771	-1	
1304	7632	1292	5035	-284	-1	
2970	7383	2994	5613	-254	1	
952	6563	918	4353	498	-1	
1600	9054	1655	5809	-344	-1	
4995	7721	4871	5661	-88	1	
929	6630	918	4683	136	-1	
13036	7421	13036	4743	-194	1	
3384	8477	3336	5881	-172	1	
926	5702	906	4549	94	1	
1675	7888	1619	5546	23	1	
3264	9634	3087	5935	414	1	
972	4970	910	4158	731	-1	
2558	6869	2506	5135	37	1	
2379	8089	2137	5441	215	1	
1055	6612	1010	4401	308	-1	
1037	7136	1005	5077	-35	1	
936	5952	912	4621	289	-1	
1005	7133	826	4203	1137	-1	
1474	7399	1420	4987	301	-1	
1474	8476	1493	5597	-49	-1	
940	6826	906	4488	822	-1	
1172	6724	1094	4982	613	-1	
986	7936	979	5354	-87	-1	
1377	7464	1360	5390	-316	-1	
982	8463	959	5471	-174	1	
1108	7643	1094	5350	-202	-1	
1080	7653	1026	5128	640	1	
1028	7412	1010	5603	187	-1	
3657	8113	3566	5268	235	1	
1366	6747	1281	4885	721	1	
990	6209	956	4747	480	-1	
864	4884	797	3920	925	-1	
832	5325	792	3969	1005	-1	
1194	8184	1175	5758	-36	-1	
878	7967	810	5811	623	-1	
1632	7803	1581	5506	-16	1	
984	7503	953	5250	-84	-1	
1288	7940	1253	5594	18	1	
761	5338	714	3637	791	-1	
1338	6995	1311	5021	538	-1	
2477	6520	2432	4710	53	1	
964	7320	904	4853	416	-1	
1348	5548	1291	4537	210	-1	
961	7462	906	5242	567	1	
1641	6700	1517	4830	732	1	
904	7513	877	5463	185	1	
1454	7043	771	4158	800	1	
1484	7260	1501	4983	-326	-1	
3137	7567	3052	5601	98	1	
2912	7621	2813	5459	22	1	
947	7917	936	5149	170	-1	
2366	8545	2378	5878	-300	1	
1118	7799	1078	5147	422	-1	
830	5803	781	4049	1114	-1	
1235	8744	1206	5685	322	1	
980	6326	409	4616	565	1	
1427	6117	1339	4774	520	1	
943	5191	657	4521	832	-1	
1100	8943	1052	5900	274	-1	
1073	6990	1008	4858	838	1	
828	5793	582	4847	976	-1	
1850	7855	1428	5365	336	-1	
3083	7672	2751	4844	727	1	
1370	7905	1285	5058	392	1	
1002	7998	991	5365	-62	1	
942	7512	405	4935	736	-1	
1863	8191	1898	5458	-562	1	
751	5270	404	4569	874	-1	
1500	5446	1435	4431	389	-1	
1285	6735	1268	5048	431	-1	
1097	7654	1092	5228	-350	-1	
1686	5618	1571	4599	668	-1	
1905	7995	1845	5326	-162	1	
1463	7412	1449	5436	-163	-1	
730	5354	405	4437	769	-1	
960	7471	857	4744	1097	-1	
1193	9088	1168	5596	519	1	
1420	6800	1318	4157	776	-1	
1207	8497	1193	5931	19	-1	
2420	7495	2409	5931	-375	1	
1866	6947	1719	5261	465	-1	
857	5687	840	4215	378	-1	
1269	8168	1226	6174	-126	-1	
3877	7944	3872	5501	-310	1	
1113	8617	1122	5459	-54	-1	
1039	6408	711	4264	1073	1	
978	7325	941	4787	698	1	
829	5331	797	3991	882	-1	
1100	5868	1069	4474	852	-1	
951	5253	491	4235	809	-1	
1179	8916	1191	5805	-47	-1	
1167	7224	1066	4576	959	1	
1595	5507	1532	4279	503	-1	
1198	6767	1134	4772	836	1	
1437	6665	974	4555	583	1	
1984	7927	1947	4977	412	-1	
907	7243	792	4579	795	-1	
1340	7260	1047	5046	710	1	
1351	8372	1342	5210	-331	1	
1124	8453	1073	5549	344	1	
1647	5616	1552	4511	596	-1	
1014	8460	947	5192	768	1	
1276	7142	1286	4730	-269	1	
1275	8164	1234	5758	128	-1	
1884	8197	1932	5378	-557	1	
2907	9074	2945	5776	79	1	
4563	9434	4522	6274	-146	1	
771	5445	740	4356	707	-1	
1133	5993	1103	4370	262	-1	
1266	6257	920	4702	732	1	
1519	7531	1473	5235	-42	1	
1022	8366	951	5573	657	-1	
859	5172	826	4075	288	-1	
1140	8201	1123	5527	188	-1	
1717	8426	1750	5958	-502	-1	
956	5904	809	4690	656	-1	
1454	7732	1438	5180	280	1	
3007	8276	2939	5586	-3	1	
1339	7779	613	4979	733	-1	
1095	6909	1016	5102	450	-1	
705	5470	674	4393	820	-1	
1489	6769	1394	4256	807	-1	
5088	8415	4992	5486	160	1	
987	6748	589	4538	1008	-1	
969	5453	888	4499	709	-1	
1778	7720	1709	5424	165	1	
25087	8822	23780	5197	578	1	
1391	8251	1347	5299	408	1	
1061	6149	1029	4443	692	-1	
2912	8190	2679	5272	609	1	
1384	5573	1311	4095	691	-1	
1343	8198	856	4928	710	1	
938	7358	404	4536	806	-1	
1434	7703	1508	5267	-261	1	
1446	6733	1375	4467	407	-1	
887	7571	823	5864	242	-1	
734	4687	704	3685	1063	-1	
4165	7715	4052	5960	-40	1	
951	7670	876	5477	425	-1	
1221	6751	1182	4563	260	-1	
3600	8644	3507	5907	-275	1	
917	5503	900	4264	238	-1	
2042	8021	1993	5859	-39	-1	
12027	10617	11665	6481	-40	1	
1550	7522	1541	4754	-171	-1	
2245	8773	2253	6044	-494	1	
2437	9265	2518	5940	-225	1	
1413	7298	1300	4390	873	-1	
2582	8482	2548	5645	-137	1	
2892	7397	2628	4820	823	1	
1454	8027	1452	5398	109	1	
1002	6660	992	4099	78	-1	
953	6252	876	4526	545	-1	
1699	7693	1645	5075	437	1	
971	5339	891	4432	700	-1	
3427	8431	3319	5600	-47	1	
1225	7395	1205	4958	126	1	
1326	7726	1281	5051	173	-1	
2005	6507	1882	5039	459	-1	
3258	7473	3125	5093	336	1	
1269	8282	1269	5576	-346	-1	
1100	6034	1097	4787	-323	1	
1064	7331	1004	4905	781	-1	
1334	8553	1279	5428	305	1	
